숫자|기수|서수|서수(단위용)|다이얼(공)|다이얼(영)
5572|오천 오백 칠십 이|오천 오백 일흔 둘|오천 오백 일흔 두|오오칠이|오오칠이
5573|오천 오백 칠십 삼|오천 오백 일흔 셋|오천 오백 일흔 세|오오칠삼|오오칠삼
5574|오천 오백 칠십 사|오천 오백 일흔 넷|오천 오백 일흔 네|오오칠사|오오칠사
5575|오천 오백 칠십 오|오천 오백 일흔 다섯|오천 오백 일흔 다섯|오오칠오|오오칠오
5576|오천 오백 칠십 육|오천 오백 일흔 여섯|오천 오백 일흔 여섯|오오칠육|오오칠육
5577|오천 오백 칠십 칠|오천 오백 일흔 일곱|오천 오백 일흔 일곱|오오칠칠|오오칠칠
5578|오천 오백 칠십 팔|오천 오백 일흔 여덟|오천 오백 일흔 여덟|오오칠팔|오오칠팔
5579|오천 오백 칠십 구|오천 오백 일흔 아홉|오천 오백 일흔 아홉|오오칠구|오오칠구
5580|오천 오백 팔십|오천 오백 여든|오천 오백 여든|오오팔공|오오팔영
5581|오천 오백 팔십 일|오천 오백 여든 하나|오천 오백 여든 한|오오팔일|오오팔일
5582|오천 오백 팔십 이|오천 오백 여든 둘|오천 오백 여든 두|오오팔이|오오팔이
5583|오천 오백 팔십 삼|오천 오백 여든 셋|오천 오백 여든 세|오오팔삼|오오팔삼
5584|오천 오백 팔십 사|오천 오백 여든 넷|오천 오백 여든 네|오오팔사|오오팔사
5585|오천 오백 팔십 오|오천 오백 여든 다섯|오천 오백 여든 다섯|오오팔오|오오팔오
5586|오천 오백 팔십 육|오천 오백 여든 여섯|오천 오백 여든 여섯|오오팔육|오오팔육
5587|오천 오백 팔십 칠|오천 오백 여든 일곱|오천 오백 여든 일곱|오오팔칠|오오팔칠
5588|오천 오백 팔십 팔|오천 오백 여든 여덟|오천 오백 여든 여덟|오오팔팔|오오팔팔
5589|오천 오백 팔십 구|오천 오백 여든 아홉|오천 오백 여든 아홉|오오팔구|오오팔구
5590|오천 오백 구십|오천 오백 아흔|오천 오백 아흔|오오구공|오오구영
5591|오천 오백 구십 일|오천 오백 아흔 하나|오천 오백 아흔 한|오오구일|오오구일
5592|오천 오백 구십 이|오천 오백 아흔 둘|오천 오백 아흔 두|오오구이|오오구이
5593|오천 오백 구십 삼|오천 오백 아흔 셋|오천 오백 아흔 세|오오구삼|오오구삼
5594|오천 오백 구십 사|오천 오백 아흔 넷|오천 오백 아흔 네|오오구사|오오구사
5595|오천 오백 구십 오|오천 오백 아흔 다섯|오천 오백 아흔 다섯|오오구오|오오구오
5596|오천 오백 구십 육|오천 오백 아흔 여섯|오천 오백 아흔 여섯|오오구육|오오구육
5597|오천 오백 구십 칠|오천 오백 아흔 일곱|오천 오백 아흔 일곱|오오구칠|오오구칠
5598|오천 오백 구십 팔|오천 오백 아흔 여덟|오천 오백 아흔 여덟|오오구팔|오오구팔
5599|오천 오백 구십 구|오천 오백 아흔 아홉|오천 육백|오오구구|오오구구
5600|오천 육백|오천 육백|오천 육백|오육공공|오육영영
5601|오천 육백 일|오천 육백 하나|오천 육백 한|오육공일|오육영일
5602|오천 육백 이|오천 육백 둘|오천 육백 두|오육공이|오육영이
5603|오천 육백 삼|오천 육백 셋|오천 육백 세|오육공삼|오육영삼
5604|오천 육백 사|오천 육백 넷|오천 육백 네|오육공사|오육영사
5605|오천 육백 오|오천 육백 다섯|오천 육백 다섯|오육공이오|오육영오
5606|오천 육백 육|오천 육백 여섯|오천 육백 여섯|오육공육|오육영육
5607|오천 육백 칠|오천 육백 일곱|오천 육백 일곱|오육공칠|오육영칠
5608|오천 육백 팔|오천 육백 여덟|오천 육백 여덟|오육공팔|오육영팔
5609|오천 육백 구|오천 육백 아홉|오천 육백 아홉|오육공구|오육영구
5610|오천 육백 십|오천 육백 십|오천 육백 십|오육일공|오육일영
5611|오천 육백 십 일|오천 육백 십 하나|오천 육백 십 한|오육일일|오육일일
5612|오천 육백 십 이|오천 육백 십 둘|오천 육백 십 두|오육일이|오육일이
5613|오천 육백 십 삼|오천 육백 십 셋|오천 육백 십 세|오육일삼|오육일삼
5614|오천 육백 십 사|오천 육백 십 넷|오천 육백 십 네|오육일사|오육일사
5615|오천 육백 십 오|오천 육백 십 다섯|오천 육백 십 다섯|오육일오|오육일오
5616|오천 육백 십 육|오천 육백 십 여섯|오천 육백 십 여섯|오육일육|오육일육
5617|오천 육백 십 칠|오천 육백 십 일곱|오천 육백 십 일곱|오육일칠|오육일칠
5618|오천 육백 십 팔|오천 육백 십 여덟|오천 육백 십 여덟|오육일팔|오육일팔
5619|오천 육백 십 구|오천 육백 십 아홉|오천 육백 십 아홉|오육일구|오육일구
5620|오천 육백 이십|오천 육백 스물|오천 육백 스무|오육이공|오육이영
5621|오천 육백 이십 일|오천 육백 스물 하나|오천 육백 스물 한|오육이일|오육이일
5622|오천 육백 이십 이|오천 육백 스물 둘|오천 육백 스물 두|오육이이|오육이이
5623|오천 육백 이십 삼|오천 육백 스물 셋|오천 육백 스물 세|오육이삼|오육이삼
5624|오천 육백 이십 사|오천 육백 스물 넷|오천 육백 스물 네|오육이사|오육이사
5625|오천 육백 이십 오|오천 육백 스물 다섯|오천 육백 스물 다섯|오육이오|오육이오
5626|오천 육백 이십 육|오천 육백 스물 여섯|오천 육백 스물 여섯|오육이육|오육이육
5627|오천 육백 이십 칠|오천 육백 스물 일곱|오천 육백 스물 일곱|오육이칠|오육이칠
5628|오천 육백 이십 팔|오천 육백 스물 여덟|오천 육백 스물 여덟|오육이팔|오육이팔
5629|오천 육백 이십 구|오천 육백 스물 아홉|오천 육백 스물 아홉|오육이구|오육이구
5630|오천 육백 삼십|오천 육백 서른|오천 육백 서른|오육삼공|오육삼영
5631|오천 육백 삼십 일|오천 육백 서른 하나|오천 육백 서른 한|오육삼일|오육삼일
5632|오천 육백 삼십 이|오천 육백 서른 둘|오천 육백 서른 두|오육삼이|오육삼이
5633|오천 육백 삼십 삼|오천 육백 서른 셋|오천 육백 서른 세|오육삼삼|오육삼삼
5634|오천 육백 삼십 사|오천 육백 서른 넷|오천 육백 서른 네|오육삼사|오육삼사
5635|오천 육백 삼십 오|오천 육백 서른 다섯|오천 육백 서른 다섯|오육삼오|오육삼오
5636|오천 육백 삼십 육|오천 육백 서른 여섯|오천 육백 서른 여섯|오육삼육|오육삼육
5637|오천 육백 삼십 칠|오천 육백 서른 일곱|오천 육백 서른 일곱|오육삼칠|오육삼칠
5638|오천 육백 삼십 팔|오천 육백 서른 여덟|오천 육백 서른 여덟|오육삼팔|오육삼팔
5639|오천 육백 삼십 구|오천 육백 서른 아홉|오천 육백 서른 아홉|오육삼구|오육삼구
5640|오천 육백 사십|오천 육백 마흔|오천 육백 마흔|오육사공|오육사영
5641|오천 육백 사십 일|오천 육백 마흔 하나|오천 육백 마흔 한|오육사일|오육사일
5642|오천 육백 사십 이|오천 육백 마흔 둘|오천 육백 마흔 두|오육사이|오육사이
5643|오천 육백 사십 삼|오천 육백 마흔 셋|오천 육백 마흔 세|오육사삼|오육사삼
5644|오천 육백 사십 사|오천 육백 마흔 넷|오천 육백 마흔 네|오육사사|오육사사
5645|오천 육백 사십 오|오천 육백 마흔 다섯|오천 육백 마흔 다섯|오육사오|오육사오
5646|오천 육백 사십 육|오천 육백 마흔 여섯|오천 육백 마흔 여섯|오육사육|오육사육
5647|오천 육백 사십 칠|오천 육백 마흔 일곱|오천 육백 마흔 일곱|오육사칠|오육사칠
5648|오천 육백 사십 팔|오천 육백 마흔 여덟|오천 육백 마흔 여덟|오육사팔|오육사팔
5649|오천 육백 사십 구|오천 육백 마흔 아홉|오천 육백 마흔 아홉|오육사구|오육사구
5650|오천 육백 오십|오천 육백 쉰|오천 육백 쉰|오육오공|오육오영
5651|오천 육백 오십 일|오천 육백 쉰 하나|오천 육백 쉰 한|오육오일|오육오일
5652|오천 육백 오십 이|오천 육백 쉰 둘|오천 육백 쉰 두|오육오이|오육오이
5653|오천 육백 오십 삼|오천 육백 쉰 셋|오천 육백 쉰 세|오육오삼|오육오삼
5654|오천 육백 오십 사|오천 육백 쉰 넷|오천 육백 쉰 네|오육오사|오육오사
5655|오천 육백 오십 오|오천 육백 쉰 다섯|오천 육백 쉰 다섯|오육오오|오육오오
5656|오천 육백 오십 육|오천 육백 쉰 여섯|오천 육백 쉰 여섯|오육오육|오육오육
5657|오천 육백 오십 칠|오천 육백 쉰 일곱|오천 육백 쉰 일곱|오육오칠|오육오칠
5658|오천 육백 오십 팔|오천 육백 쉰 여덟|오천 육백 쉰 여덟|오육오팔|오육오팔
5659|오천 육백 오십 구|오천 육백 쉰 아홉|오천 육백 쉰 아홉|오육오구|오육오구
5660|오천 육백 육십|오천 육백 예순|오천 육백 예순|오육육공|오육육영
5661|오천 육백 육십 일|오천 육백 예순 하나|오천 육백 예순 한|오육육일|오육육일
5662|오천 육백 육십 이|오천 육백 예순 둘|오천 육백 예순 두|오육육이|오육육이
5663|오천 육백 육십 삼|오천 육백 예순 셋|오천 육백 예순 세|오육육삼|오육육삼
5664|오천 육백 육십 사|오천 육백 예순 넷|오천 육백 예순 네|오육육사|오육육사
5665|오천 육백 육십 오|오천 육백 예순 다섯|오천 육백 예순 다섯|오육육오|오육육오
5666|오천 육백 육십 육|오천 육백 예순 여섯|오천 육백 예순 여섯|오육육육|오육육육
5667|오천 육백 육십 칠|오천 육백 예순 일곱|오천 육백 예순 일곱|오육육칠|오육육칠
5668|오천 육백 육십 팔|오천 육백 예순 여덟|오천 육백 예순 여덟|오육육팔|오육육팔
5669|오천 육백 육십 구|오천 육백 예순 아홉|오천 육백 예순 아홉|오육육구|오육육구
5670|오천 육백 칠십|오천 육백 일흔|오천 육백 일흔|오육칠공|오육칠영
5671|오천 육백 칠십 일|오천 육백 일흔 하나|오천 육백 일흔 한|오육칠일|오육칠일
5672|오천 육백 칠십 이|오천 육백 일흔 둘|오천 육백 일흔 두|오육칠이|오육칠이
5673|오천 육백 칠십 삼|오천 육백 일흔 셋|오천 육백 일흔 세|오육칠삼|오육칠삼
5674|오천 육백 칠십 사|오천 육백 일흔 넷|오천 육백 일흔 네|오육칠사|오육칠사
5675|오천 육백 칠십 오|오천 육백 일흔 다섯|오천 육백 일흔 다섯|오육칠오|오육칠오
5676|오천 육백 칠십 육|오천 육백 일흔 여섯|오천 육백 일흔 여섯|오육칠육|오육칠육
5677|오천 육백 칠십 칠|오천 육백 일흔 일곱|오천 육백 일흔 일곱|오육칠칠|오육칠칠
5678|오천 육백 칠십 팔|오천 육백 일흔 여덟|오천 육백 일흔 여덟|오육칠팔|오육칠팔
5679|오천 육백 칠십 구|오천 육백 일흔 아홉|오천 육백 일흔 아홉|오육칠구|오육칠구
5680|오천 육백 팔십|오천 육백 여든|오천 육백 여든|오육팔공|오육팔영
5681|오천 육백 팔십 일|오천 육백 여든 하나|오천 육백 여든 한|오육팔일|오육팔일
5682|오천 육백 팔십 이|오천 육백 여든 둘|오천 육백 여든 두|오육팔이|오육팔이
5683|오천 육백 팔십 삼|오천 육백 여든 셋|오천 육백 여든 세|오육팔삼|오육팔삼
5684|오천 육백 팔십 사|오천 육백 여든 넷|오천 육백 여든 네|오육팔사|오육팔사
5685|오천 육백 팔십 오|오천 육백 여든 다섯|오천 육백 여든 다섯|오육팔오|오육팔오
5686|오천 육백 팔십 육|오천 육백 여든 여섯|오천 육백 여든 여섯|오육팔육|오육팔육
5687|오천 육백 팔십 칠|오천 육백 여든 일곱|오천 육백 여든 일곱|오육팔칠|오육팔칠
5688|오천 육백 팔십 팔|오천 육백 여든 여덟|오천 육백 여든 여덟|오육팔팔|오육팔팔
5689|오천 육백 팔십 구|오천 육백 여든 아홉|오천 육백 여든 아홉|오육팔구|오육팔구
5690|오천 육백 구십|오천 육백 아흔|오천 육백 아흔|오육구공|오육구영
5691|오천 육백 구십 일|오천 육백 아흔 하나|오천 육백 아흔 한|오육구일|오육구일
5692|오천 육백 구십 이|오천 육백 아흔 둘|오천 육백 아흔 두|오육구이|오육구이
5693|오천 육백 구십 삼|오천 육백 아흔 셋|오천 육백 아흔 세|오육구삼|오육구삼
5694|오천 육백 구십 사|오천 육백 아흔 넷|오천 육백 아흔 네|오육구사|오육구사
5695|오천 육백 구십 오|오천 육백 아흔 다섯|오천 육백 아흔 다섯|오육구오|오육구오
5696|오천 육백 구십 육|오천 육백 아흔 여섯|오천 육백 아흔 여섯|오육구육|오육구육
5697|오천 육백 구십 칠|오천 육백 아흔 일곱|오천 육백 아흔 일곱|오육구칠|오육구칠
5698|오천 육백 구십 팔|오천 육백 아흔 여덟|오천 육백 아흔 여덟|오육구팔|오육구팔
5699|오천 육백 구십 구|오천 육백 아흔 아홉|오천 칠백|오육구구|오육구구
5700|오천 칠백|오천 칠백|오천 칠백|오칠공공|오칠영영
5701|오천 칠백 일|오천 칠백 하나|오천 칠백 한|오칠공일|오칠영일
5702|오천 칠백 이|오천 칠백 둘|오천 칠백 두|오칠공이|오칠영이
5703|오천 칠백 삼|오천 칠백 셋|오천 칠백 세|오칠공삼|오칠영삼
5704|오천 칠백 사|오천 칠백 넷|오천 칠백 네|오칠공사|오칠영사
5705|오천 칠백 오|오천 칠백 다섯|오천 칠백 다섯|오칠공이오|오칠영오
5706|오천 칠백 육|오천 칠백 여섯|오천 칠백 여섯|오칠공육|오칠영육
5707|오천 칠백 칠|오천 칠백 일곱|오천 칠백 일곱|오칠공칠|오칠영칠
5708|오천 칠백 팔|오천 칠백 여덟|오천 칠백 여덟|오칠공팔|오칠영팔
5709|오천 칠백 구|오천 칠백 아홉|오천 칠백 아홉|오칠공구|오칠영구
5710|오천 칠백 십|오천 칠백 십|오천 칠백 십|오칠일공|오칠일영
5711|오천 칠백 십 일|오천 칠백 십 하나|오천 칠백 십 한|오칠일일|오칠일일
5712|오천 칠백 십 이|오천 칠백 십 둘|오천 칠백 십 두|오칠일이|오칠일이
5713|오천 칠백 십 삼|오천 칠백 십 셋|오천 칠백 십 세|오칠일삼|오칠일삼
5714|오천 칠백 십 사|오천 칠백 십 넷|오천 칠백 십 네|오칠일사|오칠일사
5715|오천 칠백 십 오|오천 칠백 십 다섯|오천 칠백 십 다섯|오칠일오|오칠일오
5716|오천 칠백 십 육|오천 칠백 십 여섯|오천 칠백 십 여섯|오칠일육|오칠일육
5717|오천 칠백 십 칠|오천 칠백 십 일곱|오천 칠백 십 일곱|오칠일칠|오칠일칠
5718|오천 칠백 십 팔|오천 칠백 십 여덟|오천 칠백 십 여덟|오칠일팔|오칠일팔
5719|오천 칠백 십 구|오천 칠백 십 아홉|오천 칠백 십 아홉|오칠일구|오칠일구
5720|오천 칠백 이십|오천 칠백 스물|오천 칠백 스무|오칠이공|오칠이영
5721|오천 칠백 이십 일|오천 칠백 스물 하나|오천 칠백 스물 한|오칠이일|오칠이일
5722|오천 칠백 이십 이|오천 칠백 스물 둘|오천 칠백 스물 두|오칠이이|오칠이이
5723|오천 칠백 이십 삼|오천 칠백 스물 셋|오천 칠백 스물 세|오칠이삼|오칠이삼
5724|오천 칠백 이십 사|오천 칠백 스물 넷|오천 칠백 스물 네|오칠이사|오칠이사
5725|오천 칠백 이십 오|오천 칠백 스물 다섯|오천 칠백 스물 다섯|오칠이오|오칠이오
5726|오천 칠백 이십 육|오천 칠백 스물 여섯|오천 칠백 스물 여섯|오칠이육|오칠이육
5727|오천 칠백 이십 칠|오천 칠백 스물 일곱|오천 칠백 스물 일곱|오칠이칠|오칠이칠
5728|오천 칠백 이십 팔|오천 칠백 스물 여덟|오천 칠백 스물 여덟|오칠이팔|오칠이팔
5729|오천 칠백 이십 구|오천 칠백 스물 아홉|오천 칠백 스물 아홉|오칠이구|오칠이구
5730|오천 칠백 삼십|오천 칠백 서른|오천 칠백 서른|오칠삼공|오칠삼영
5731|오천 칠백 삼십 일|오천 칠백 서른 하나|오천 칠백 서른 한|오칠삼일|오칠삼일
5732|오천 칠백 삼십 이|오천 칠백 서른 둘|오천 칠백 서른 두|오칠삼이|오칠삼이
5733|오천 칠백 삼십 삼|오천 칠백 서른 셋|오천 칠백 서른 세|오칠삼삼|오칠삼삼
5734|오천 칠백 삼십 사|오천 칠백 서른 넷|오천 칠백 서른 네|오칠삼사|오칠삼사
5735|오천 칠백 삼십 오|오천 칠백 서른 다섯|오천 칠백 서른 다섯|오칠삼오|오칠삼오
5736|오천 칠백 삼십 육|오천 칠백 서른 여섯|오천 칠백 서른 여섯|오칠삼육|오칠삼육
5737|오천 칠백 삼십 칠|오천 칠백 서른 일곱|오천 칠백 서른 일곱|오칠삼칠|오칠삼칠
5738|오천 칠백 삼십 팔|오천 칠백 서른 여덟|오천 칠백 서른 여덟|오칠삼팔|오칠삼팔
5739|오천 칠백 삼십 구|오천 칠백 서른 아홉|오천 칠백 서른 아홉|오칠삼구|오칠삼구
5740|오천 칠백 사십|오천 칠백 마흔|오천 칠백 마흔|오칠사공|오칠사영
5741|오천 칠백 사십 일|오천 칠백 마흔 하나|오천 칠백 마흔 한|오칠사일|오칠사일
5742|오천 칠백 사십 이|오천 칠백 마흔 둘|오천 칠백 마흔 두|오칠사이|오칠사이
5743|오천 칠백 사십 삼|오천 칠백 마흔 셋|오천 칠백 마흔 세|오칠사삼|오칠사삼
5744|오천 칠백 사십 사|오천 칠백 마흔 넷|오천 칠백 마흔 네|오칠사사|오칠사사
5745|오천 칠백 사십 오|오천 칠백 마흔 다섯|오천 칠백 마흔 다섯|오칠사오|오칠사오
5746|오천 칠백 사십 육|오천 칠백 마흔 여섯|오천 칠백 마흔 여섯|오칠사육|오칠사육
5747|오천 칠백 사십 칠|오천 칠백 마흔 일곱|오천 칠백 마흔 일곱|오칠사칠|오칠사칠
5748|오천 칠백 사십 팔|오천 칠백 마흔 여덟|오천 칠백 마흔 여덟|오칠사팔|오칠사팔
5749|오천 칠백 사십 구|오천 칠백 마흔 아홉|오천 칠백 마흔 아홉|오칠사구|오칠사구
5750|오천 칠백 오십|오천 칠백 쉰|오천 칠백 쉰|오칠오공|오칠오영
5751|오천 칠백 오십 일|오천 칠백 쉰 하나|오천 칠백 쉰 한|오칠오일|오칠오일
5752|오천 칠백 오십 이|오천 칠백 쉰 둘|오천 칠백 쉰 두|오칠오이|오칠오이
5753|오천 칠백 오십 삼|오천 칠백 쉰 셋|오천 칠백 쉰 세|오칠오삼|오칠오삼
5754|오천 칠백 오십 사|오천 칠백 쉰 넷|오천 칠백 쉰 네|오칠오사|오칠오사
5755|오천 칠백 오십 오|오천 칠백 쉰 다섯|오천 칠백 쉰 다섯|오칠오오|오칠오오
5756|오천 칠백 오십 육|오천 칠백 쉰 여섯|오천 칠백 쉰 여섯|오칠오육|오칠오육
5757|오천 칠백 오십 칠|오천 칠백 쉰 일곱|오천 칠백 쉰 일곱|오칠오칠|오칠오칠
5758|오천 칠백 오십 팔|오천 칠백 쉰 여덟|오천 칠백 쉰 여덟|오칠오팔|오칠오팔
5759|오천 칠백 오십 구|오천 칠백 쉰 아홉|오천 칠백 쉰 아홉|오칠오구|오칠오구
5760|오천 칠백 육십|오천 칠백 예순|오천 칠백 예순|오칠육공|오칠육영
5761|오천 칠백 육십 일|오천 칠백 예순 하나|오천 칠백 예순 한|오칠육일|오칠육일
5762|오천 칠백 육십 이|오천 칠백 예순 둘|오천 칠백 예순 두|오칠육이|오칠육이
5763|오천 칠백 육십 삼|오천 칠백 예순 셋|오천 칠백 예순 세|오칠육삼|오칠육삼
5764|오천 칠백 육십 사|오천 칠백 예순 넷|오천 칠백 예순 네|오칠육사|오칠육사
5765|오천 칠백 육십 오|오천 칠백 예순 다섯|오천 칠백 예순 다섯|오칠육오|오칠육오
5766|오천 칠백 육십 육|오천 칠백 예순 여섯|오천 칠백 예순 여섯|오칠육육|오칠육육
5767|오천 칠백 육십 칠|오천 칠백 예순 일곱|오천 칠백 예순 일곱|오칠육칠|오칠육칠
5768|오천 칠백 육십 팔|오천 칠백 예순 여덟|오천 칠백 예순 여덟|오칠육팔|오칠육팔
5769|오천 칠백 육십 구|오천 칠백 예순 아홉|오천 칠백 예순 아홉|오칠육구|오칠육구
5770|오천 칠백 칠십|오천 칠백 일흔|오천 칠백 일흔|오칠칠공|오칠칠영
5771|오천 칠백 칠십 일|오천 칠백 일흔 하나|오천 칠백 일흔 한|오칠칠일|오칠칠일
5772|오천 칠백 칠십 이|오천 칠백 일흔 둘|오천 칠백 일흔 두|오칠칠이|오칠칠이
5773|오천 칠백 칠십 삼|오천 칠백 일흔 셋|오천 칠백 일흔 세|오칠칠삼|오칠칠삼
5774|오천 칠백 칠십 사|오천 칠백 일흔 넷|오천 칠백 일흔 네|오칠칠사|오칠칠사
5775|오천 칠백 칠십 오|오천 칠백 일흔 다섯|오천 칠백 일흔 다섯|오칠칠오|오칠칠오
5776|오천 칠백 칠십 육|오천 칠백 일흔 여섯|오천 칠백 일흔 여섯|오칠칠육|오칠칠육
5777|오천 칠백 칠십 칠|오천 칠백 일흔 일곱|오천 칠백 일흔 일곱|오칠칠칠|오칠칠칠
5778|오천 칠백 칠십 팔|오천 칠백 일흔 여덟|오천 칠백 일흔 여덟|오칠칠팔|오칠칠팔
5779|오천 칠백 칠십 구|오천 칠백 일흔 아홉|오천 칠백 일흔 아홉|오칠칠구|오칠칠구
5780|오천 칠백 팔십|오천 칠백 여든|오천 칠백 여든|오칠팔공|오칠팔영
5781|오천 칠백 팔십 일|오천 칠백 여든 하나|오천 칠백 여든 한|오칠팔일|오칠팔일
5782|오천 칠백 팔십 이|오천 칠백 여든 둘|오천 칠백 여든 두|오칠팔이|오칠팔이
5783|오천 칠백 팔십 삼|오천 칠백 여든 셋|오천 칠백 여든 세|오칠팔삼|오칠팔삼
5784|오천 칠백 팔십 사|오천 칠백 여든 넷|오천 칠백 여든 네|오칠팔사|오칠팔사
5785|오천 칠백 팔십 오|오천 칠백 여든 다섯|오천 칠백 여든 다섯|오칠팔오|오칠팔오
5786|오천 칠백 팔십 육|오천 칠백 여든 여섯|오천 칠백 여든 여섯|오칠팔육|오칠팔육
5787|오천 칠백 팔십 칠|오천 칠백 여든 일곱|오천 칠백 여든 일곱|오칠팔칠|오칠팔칠
5788|오천 칠백 팔십 팔|오천 칠백 여든 여덟|오천 칠백 여든 여덟|오칠팔팔|오칠팔팔
5789|오천 칠백 팔십 구|오천 칠백 여든 아홉|오천 칠백 여든 아홉|오칠팔구|오칠팔구
5790|오천 칠백 구십|오천 칠백 아흔|오천 칠백 아흔|오칠구공|오칠구영
5791|오천 칠백 구십 일|오천 칠백 아흔 하나|오천 칠백 아흔 한|오칠구일|오칠구일
5792|오천 칠백 구십 이|오천 칠백 아흔 둘|오천 칠백 아흔 두|오칠구이|오칠구이
5793|오천 칠백 구십 삼|오천 칠백 아흔 셋|오천 칠백 아흔 세|오칠구삼|오칠구삼
5794|오천 칠백 구십 사|오천 칠백 아흔 넷|오천 칠백 아흔 네|오칠구사|오칠구사
5795|오천 칠백 구십 오|오천 칠백 아흔 다섯|오천 칠백 아흔 다섯|오칠구오|오칠구오
5796|오천 칠백 구십 육|오천 칠백 아흔 여섯|오천 칠백 아흔 여섯|오칠구육|오칠구육
5797|오천 칠백 구십 칠|오천 칠백 아흔 일곱|오천 칠백 아흔 일곱|오칠구칠|오칠구칠
5798|오천 칠백 구십 팔|오천 칠백 아흔 여덟|오천 칠백 아흔 여덟|오칠구팔|오칠구팔
5799|오천 칠백 구십 구|오천 칠백 아흔 아홉|오천 팔백|오칠구구|오칠구구
5800|오천 팔백|오천 팔백|오천 팔백|오팔공공|오팔영영
5801|오천 팔백 일|오천 팔백 하나|오천 팔백 한|오팔공일|오팔영일
5802|오천 팔백 이|오천 팔백 둘|오천 팔백 두|오팔공이|오팔영이
5803|오천 팔백 삼|오천 팔백 셋|오천 팔백 세|오팔공삼|오팔영삼
5804|오천 팔백 사|오천 팔백 넷|오천 팔백 네|오팔공사|오팔영사
5805|오천 팔백 오|오천 팔백 다섯|오천 팔백 다섯|오팔공이오|오팔영오
5806|오천 팔백 육|오천 팔백 여섯|오천 팔백 여섯|오팔공육|오팔영육
5807|오천 팔백 칠|오천 팔백 일곱|오천 팔백 일곱|오팔공칠|오팔영칠
5808|오천 팔백 팔|오천 팔백 여덟|오천 팔백 여덟|오팔공팔|오팔영팔
5809|오천 팔백 구|오천 팔백 아홉|오천 팔백 아홉|오팔공구|오팔영구
5810|오천 팔백 십|오천 팔백 십|오천 팔백 십|오팔일공|오팔일영
5811|오천 팔백 십 일|오천 팔백 십 하나|오천 팔백 십 한|오팔일일|오팔일일
5812|오천 팔백 십 이|오천 팔백 십 둘|오천 팔백 십 두|오팔일이|오팔일이
5813|오천 팔백 십 삼|오천 팔백 십 셋|오천 팔백 십 세|오팔일삼|오팔일삼
5814|오천 팔백 십 사|오천 팔백 십 넷|오천 팔백 십 네|오팔일사|오팔일사
5815|오천 팔백 십 오|오천 팔백 십 다섯|오천 팔백 십 다섯|오팔일오|오팔일오
5816|오천 팔백 십 육|오천 팔백 십 여섯|오천 팔백 십 여섯|오팔일육|오팔일육
5817|오천 팔백 십 칠|오천 팔백 십 일곱|오천 팔백 십 일곱|오팔일칠|오팔일칠
5818|오천 팔백 십 팔|오천 팔백 십 여덟|오천 팔백 십 여덟|오팔일팔|오팔일팔
5819|오천 팔백 십 구|오천 팔백 십 아홉|오천 팔백 십 아홉|오팔일구|오팔일구
5820|오천 팔백 이십|오천 팔백 스물|오천 팔백 스무|오팔이공|오팔이영
5821|오천 팔백 이십 일|오천 팔백 스물 하나|오천 팔백 스물 한|오팔이일|오팔이일
5822|오천 팔백 이십 이|오천 팔백 스물 둘|오천 팔백 스물 두|오팔이이|오팔이이
5823|오천 팔백 이십 삼|오천 팔백 스물 셋|오천 팔백 스물 세|오팔이삼|오팔이삼
5824|오천 팔백 이십 사|오천 팔백 스물 넷|오천 팔백 스물 네|오팔이사|오팔이사
5825|오천 팔백 이십 오|오천 팔백 스물 다섯|오천 팔백 스물 다섯|오팔이오|오팔이오
5826|오천 팔백 이십 육|오천 팔백 스물 여섯|오천 팔백 스물 여섯|오팔이육|오팔이육
5827|오천 팔백 이십 칠|오천 팔백 스물 일곱|오천 팔백 스물 일곱|오팔이칠|오팔이칠
5828|오천 팔백 이십 팔|오천 팔백 스물 여덟|오천 팔백 스물 여덟|오팔이팔|오팔이팔
5829|오천 팔백 이십 구|오천 팔백 스물 아홉|오천 팔백 스물 아홉|오팔이구|오팔이구
5830|오천 팔백 삼십|오천 팔백 서른|오천 팔백 서른|오팔삼공|오팔삼영
5831|오천 팔백 삼십 일|오천 팔백 서른 하나|오천 팔백 서른 한|오팔삼일|오팔삼일
5832|오천 팔백 삼십 이|오천 팔백 서른 둘|오천 팔백 서른 두|오팔삼이|오팔삼이
5833|오천 팔백 삼십 삼|오천 팔백 서른 셋|오천 팔백 서른 세|오팔삼삼|오팔삼삼
5834|오천 팔백 삼십 사|오천 팔백 서른 넷|오천 팔백 서른 네|오팔삼사|오팔삼사
5835|오천 팔백 삼십 오|오천 팔백 서른 다섯|오천 팔백 서른 다섯|오팔삼오|오팔삼오
5836|오천 팔백 삼십 육|오천 팔백 서른 여섯|오천 팔백 서른 여섯|오팔삼육|오팔삼육
5837|오천 팔백 삼십 칠|오천 팔백 서른 일곱|오천 팔백 서른 일곱|오팔삼칠|오팔삼칠
5838|오천 팔백 삼십 팔|오천 팔백 서른 여덟|오천 팔백 서른 여덟|오팔삼팔|오팔삼팔
5839|오천 팔백 삼십 구|오천 팔백 서른 아홉|오천 팔백 서른 아홉|오팔삼구|오팔삼구
5840|오천 팔백 사십|오천 팔백 마흔|오천 팔백 마흔|오팔사공|오팔사영
5841|오천 팔백 사십 일|오천 팔백 마흔 하나|오천 팔백 마흔 한|오팔사일|오팔사일
